author,authorIsChannelOwner,cid,comment,commentsCount,hasCreatorHeart,pageUrl,publishedTimeText,replyCount,replyToCid,title,type,,,
@hasanudinendin916,FALSE,UgzHUQ1-09HUpRvXFkB4AaABAg, @argatissana7672  manusia.bukan Ngomongin tuhan woy,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@faizhanz,FALSE,UgzKxIyXwJVQy8HRo854AaABAg, @manja9890 ,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
@neko4077,FALSE,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,reply,,,
@asephidayat8949,FALSE,Ugx6rW2n7sXlRIf_y0t4AaABAg,Pungli di jalur protokol masih terjadi,848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@abdulkarinst2883,FALSE,FALSE,https://www.youtube.com/watch?v=BE-7A1XU0P0,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@drainkhanna1205,FALSE,Ugx--iJRcoTAYlebMsx4AaABAg.9LO2IzTxCnK9LQlTwPUTBJ,"Dan juga menghindari kalo kena tilang orng yg kena tilang ngeles atau marah"" gag jelas dmn salahnya",848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
"Paling2 pada bilang begitu...""",FALSE,UgztXrOENf7M_A2lPB54AaABAg.9LNvVV6orBy9LR9-N1jlDO,Pungli gak bakal hilang dari oknum kepolisian yg nakal itu udah ada turun temurun.. Kaya di setiap sekolah pasti tiap tahun ada anak nakalnya gak mungkin satu sekolah baik semua itu udah rahasia umum,848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@bangoby3895,FALSE,UgztXrOENf7M_A2lPB54AaABAg.9LNvVV6orBy9LcYLfAdSUC,Keuntungan nya lbh banyak menilang dan untung nya dpt uang dari hasil tilang,848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,_GCWRLEl6kc,,,
Anda paham kah,FALSE,UgztXrOENf7M_A2lPB54AaABAg.9LNvVV6orBy9Lhcs1sX_wB,"Y takut penghasilan koruptor berkurang klo diambil pungli,...",5 years ago,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,reply,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
Kalo tidak,kalau tilang manual pengendara bisa mendebat kesalahannya apa,FALSE,Pindah pungline.bosss..,5 years ago,FALSE,"👏👏👏""",5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
"Maka sekolah lagi""",FALSE,Ugy9kEM265ruB0yR2Kd4AaABAg.9LNZCinYS7v9LRxe0ooatQ,jare sopo Cok.....?,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,reply,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@junz_asgar1264,FALSE,FALSE,Ayo siapa calon koruptornya,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@madaracoc3056,FALSE,Ugy9kEM265ruB0yR2Kd4AaABAg.9LNZCinYS7v9LTixukH8vy,Dan memperbanyak pendapatan negara,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,,,
@indahkt2089,1966,Ugy9kEM265ruB0yR2Kd4AaABAg.9LNZCinYS7v9Lbz5tKDaJD,Ttep aja yg tilang manual .bukan pungli tuh,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
@tanpamotivasi,FALSE,Ugy9kEM265ruB0yR2Kd4AaABAg.9LNZCinYS7v9LbzaAG0Fvd,"Yg diuntungkan jelas instansi polisi dendanya aja ratusan rb, pelanggar yg tdk mampu bayar tilang trus gmn ?",848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,Ugzbib9oClEK26Y08qF4AaABAg,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,,,
@figayfbi5017,1966,Ugy9kEM265ruB0yR2Kd4AaABAg.9LNZCinYS7v9Lg2HqPSZCV, @masjay1885  artinya banyak pengendara yg g taat aturan,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,1,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
@Luthfiahmadalfiqry,FALSE,FALSE, @djokomilono4883  uangnya langsung masuk bank indonesia bang. Ya makanya jangan nglanggar aturan lalu lintas,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
@paseotelon8854,"makin sepi org bayar pajak 😆""",UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LOdFrrBSaY," @indahkt2089  banyak banget bos,karna rakyat nya mencontoh pemerintahan nya yg g taat UU dan g adil,contoh ni, koruptor ,kalau pemerintah nya mau tegas,harus nya dari yg besar dulu,kalau rakyat dulu susah,pejabat nya aja masih banyak yg korup dan banyak yg pungli ,coba para korup di hukum seberat2nya,jgn hanya maling kecil aja yg di beratkan,pejabat yg korup g di beratkan, padahal jumlah nya bisa M dan T,perbaiki dulu pejabat nya,habis itu baru rakyat nya",848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,1 month ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@aryaekasaputra9421,FALSE,FALSE," @masjay1885  berarti jiwa rakyat indo sama sama pemberontak dong ? Hahaha, lucu sih. Nuntut ini itu tpi pas dituntut taat aturan alesan ini itu. Lawak",848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,1 month ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@Andraksma,"plat nomor asli Samsat jadinya 10 an hari.""",UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LPpIULs01g," @indahkt2089  ya nilai aja dah 😂😂 anak mencontoh orang tua nya,sama dgn rakyat,akan mencontohkan pejabat nya 😂😂😂",848,FALSE,0,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,_GCWRLEl6kc,comment,,,
@ahmadkhoiri7894,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LPqppt1c55, @masjay1885  kenapa g dimulai dr diri sendiri dulu ? Perbaiki diri sendiri dulu dr yg paling mudah dilakuin. Klo nuntut ini itu tpi g mau dituntut kapan kelarnya ?,2 months ago,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@aseprianto3660,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LROk_3UJZr,FALSE,358,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@nurrokhmat1622,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LRmcGtxgR3," @indahkt2089  hhhhhhh g trima ya 😂😂😂 demi membela pemerintah sehingga pusing dgn cari cari kesalahan rakyat nya😀😀😀yaudah deh,kamu paling top dah",2 months ago,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@nurrohmahmmsnr5880,1966,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LSGtrn8fiW," @masjay1885  gimana gimana pusing cari kesalahan rakyat ? Bro gua yg anak rantau aja seumur umur blm pernah kena tilang, karna apa ? Gua taat aturan. Apa susahnya coba taat aturan ? Ato emang elu dididik biar g taat aturan sama ortu lo ?",5 years ago,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@NoName-dd6qh,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LSXRqSvlYA, @indahkt2089   lah sama aku juga 😂😂😂 SIM A dan SIM C aku g pernah di tahan atau g pernah punya kasus melanggar lalu lintas 😂😂😂,848,5 years ago,https://www.youtube.com/watch?v=5wWB9VhgXII,5 years ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@aguspurwanto8243,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LSgvhPckZv,1966,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Kesannya ada target,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LSy4BU92q8, @masjay1885  aamiin makasih doanya bro. Hahaha,https://www.youtube.com/watch?v=_GCWRLEl6kc,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Atau ada kesempatan mendapatkan cipratan (maaf) uang haram ?,1966,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LT_SvrOPmf,FALSE,848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,5 years ago,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Orang kalau sudah ditilang,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LU9UTQROjo,"Malah seperti ""Analog dan digital""",848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Itulah intinya yang membuat masyarakat benci...,1966,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9Lh1I3Zt773,FALSE,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,1,comment,,,
Kembali kepada pertanyaan (Serius)  kenapa POLANTAS sangat antusias agresif menilang ??? Apa karena ada instruksi,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9Lh1P6C7s1G,mungkin  ganti cara?,848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Atau memang kontribusi uang tilang sangat besar,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LhmJ1jEkk7,Klw di jalan tol sering macet bagai mna jadi kecepatannya kurang dari 60 km,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Coba buktikan saja,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LhzcEY8aeF,Auto sepi jalan tol kalau gak bleh di atas 100km/jam apalagi kalau jalanannya sepi tiba2 kena tilang,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,_GCWRLEl6kc,comment,,,
Apakah POLANTAS masih rajin mengatur lalu lintas ????,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9Li00DJj-rh,Kesel banget kalau punya mobil yang tenaganya besar tapi cuma boleh lari maksimal 80 s.d 100 kmpj 😪,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Sekarang ini banyak desas desus,1966,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9Li3jEva6ew,"Mantap...pemasangan CCTV E-TLE berasa kyk di LN ja...ini baru pertama kali di Indonesia.. pdhl di LN sih udah lama menerapkan sistem CCTV E-TLE ..contoh S'pore,M'sia,Australia,NZ dan bbrp ngr Eropa sdh menerapkan CCTV  E-TLE...!!!",848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,reply,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Anda tahu mengapa ??,FALSE,1966,"Pembawa acara terlalu tergesah gesah,jadi nya ngedregdek campur ngos2an",848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,reply,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
Silahkan dijawab dengan hati,1966,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9Li9kPlutAI,Bagus memberantas pungli oknum dan mengurangi sdm polantas.,5 years ago,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,,,
@masboy1048,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LiE5YNulp4,Ribet wkwwkwkw mau maju tapi di bikin ribet,848,5 years ago,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@ganepobali9862,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LiLZ_UOqWU,Tarik nafas dulu mba.. biar lebih relax,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@tuajugaingintahu,FALSE,"pokoknya aduhai deh top top deh 😀😀😀""","Cie Indonesia siap jd negara maju ,,,",https://www.youtube.com/watch?v=_GCWRLEl6kc,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,1,comment,,,
@ananreklame4957,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9LiOD1WZcsO,"Mbaknya kasihan sprtinya lupa tarik nafas, nafasnya engap2an... Sya yg denger ikutan engap... 😀",848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,5 years ago,0,Ugzbib9oClEK26Y08qF4AaABAg,1,comment,,,
@jabrixstreet122,1966,1966,Kalau plat nomor palsu... Cara tilangnya gmn ya...  Hahahaha,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,,,
@madraarnata480,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9M3Szk3QrQQ,suara knalpot bleeeeer kok gk dicantum yah,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,,,
@AltonLing,1966,1966,Klo nggak ada platnomor depan gimana? Klo ditilang data drmn?,358,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@andjarwidagdo3671,FALSE,UgxZfjSXlNWmM85H-ih4AaABAg.9LNYhD7Ecsc9dXHtXxwszy,bagaimana cara qta tau kalau kena tilang Elektronik ?,848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,,,
@IwanSetiawan-gi4tp,FALSE,Ugyd505-BCLIPBWACpB4AaABAg,4:40 lah..motor sekarang kan gak ada tombol lampu ON/OFF nya...gimana mau matiin lampu.masak mesti keluar bugdet lagi...aneh,848,0,https://www.youtube.com/watch?v=_GCWRLEl6kc,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@bennyxzcandra7390,FALSE,UgyWkAXk0opZRViYogl4AaABAg,Lampu harus mati di siang hari buat motor,5 years ago,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@ahmadfaozan4585,FALSE,UgxvZt7RkZo0qhaZYZN4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,5 years ago (edited),FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,3 months ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@antoganteng2726,FALSE,Ugy9pjtAaCKonpCkEeJ4AaABAg,Apakah di jalan tol boleh di tabrak mobil yang kecepatan di bawah 60 km / jam,358,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@edhofernando3873,FALSE,UgzOwkpY2hgPKo7LIhB4AaABAg,"Ada yang mikir,",358,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@KopiHitam-rl7uw,FALSE,UgwlZcJrJ9bJyqnvB8t4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
1. Kita akan merasakan nyaman dalam berkendara karena pengendara yg lain juga akan berhati2 dalam berkendara.,FALSE,UgxTEPtszRqE0ge2PDh4AaABAg,Titiknya ad infkokah setiap polda dmn aja?waspada cctv lampu merah di titik ramai atau rawan setiap kota anda,358,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,4 months ago,1,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
2. Akan berkurangnya tingkat kecelakaan yg disebabkan oleh pengemudi ugal ugalan.,FALSE,UgwLmgWMmhNWJRgy2bx4AaABAg,Knalpot beriziek dan motor tanpa nopol... Bisa di tilang?lampung banyak tuh..,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,4 months ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
3. Setiap orang yg memiliki kendaraan akan ketakutan dengan resiko pembayaran tilang jika teledor dalam berkendara.,FALSE,Ugx1aAgiK8ZkhHdJVVd4AaABAg,Tidak menyalakan lampu Bambang..,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
4. Kemungkinan besar minat masyarakat memiliki kendaraan pribadi akan berkurang dan akan lebih mengambil jalan simple untuk menghindari tilang elektronik dengan memanfaatkan sarana transportasi.,FALSE,UgxOvHLD4MAnk-6ih_t4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,848,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc,4 months ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
5. Masyarakat kemungkinan besar akan lebih memanfaatkan jalur trotoar untuk berjalan kaki khususnya daerah perkotaan. Dan mungkin lebih cenderung menggunakan sepedah.,FALSE,UgzFKulZep84GG6tbFZ4AaABAg,Kan Lampu Lo nyala terus jadi aman😂😂.,848,0,5 years ago,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
6. Mengurangi aksi begal di jalan raya.,FALSE,Ugy5KIY3Ndh9Ozz975d4AaABAg,https://www.youtube.com/watch?v=BE-7A1XU0P0,848,FALSE,Ugw5bKkLsexp8_gkv1N4AaABAg,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
7. Tidak ada lagi balapab liar.,FALSE,UgxRk0FRQNmi-EZpa-94AaABAg," @helenpurnomo5296  hehe salah fokus doi, ya lampu sekarang kan on terus...., Ntar matinya/lampu mati pas depan cctv haha apess banget dah...",5 years ago,0,https://www.youtube.com/watch?v=5wWB9VhgXII,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
9. Kendaraan curian tidak bisa lagi berkeliaran dijalan umum.,FALSE,Ugwwo_-frUnKqYznUJ54AaABAg,Polisi yg nilang dpt duit.( Insentif dari denda tilang),848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,4 months ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
10. Ruang tindak kejahatan di jalan raya akan berkurang.,FALSE,Ugzt9L19ZXJv9uJOtNZ4AaABAg,Hidup penuh keribetan.. Corona.. Etilang.. pajak.. pulang kampung aja kelian...,5 years ago,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,4 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
"Dan masih banyak lagi keuntungan dan nilai positif yg bisa kita rasakan. Saya yakin INDONESIA bisa maju dari hal kecil ini. Kecil memang tapi besar manfaatnya. Satu lagi nih dengan adanya tilang elektronik mudah2an bisa mengurangi polisi2 nakal yg suka.... Isi sendirilah para pengguna jalan... Cukup sekian semoga komentar saya ini bisa bermanfaat bagi teman2 semua.. salam olahraga.""","kenapa milih mencontoh pejabat yg g bener ?""",UgyKyxSNeRZJbQRuRLt4AaABAg,"Mau nanya nih, kok tdk menyalakan lampu siang hari kena tilang? Padaha kita bisa melihat dgn cahaya matahari kan???",848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,Cara Cek ETLE(Tilang Ekektronik) Via Online Menggunakan Hp,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@antongendut1321,FALSE,FALSE,Denda E-tilang:,848,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
@durianmontong5293,FALSE,UgxJsryRKvES13feOn94AaABAg,FALSE,848,0,https://www.youtube.com/watch?v=MeSB1ZU-zJM,2 months ago,0,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
"Kalo ada mobil atau motor membawa orang yg keadaan nya UGD yg gak sempat nunggu ambulance terus tiba tiba serobot lampu merah apakah si kendaraan yg membawa orang UGD akan di tilang juga????""",FALSE,UgwsVCkyySpTtB1rej14AaABAg,Kalo motor batas kecepatan maksimal yang diperbolehkan berapa km/jam?,848,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM,5 years ago,1,Ugzbib9oClEK26Y08qF4AaABAg,0,comment,,,
@welartgallery3922,habis tu lanjut jalan 😂😂😂,FALSE,Gimana bila mobil/motor nya sudah terjual dan data kendaraan masih mengunakan data pemilik sebelum nya,5 years ago,0,https://www.youtube.com/watch?v=MeSB1ZU-zJM,5 years ago,comment,Ugzbib9oClEK26Y08qF4AaABAg,Sambil Senyum Pemotor Tutupi Pelat Nomor untuk Hindari Tilang Elektronik,comment,,,
