author,authorIsChannelOwner,comment
@puspo8149,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
@osamaabgani1314,FALSE,Bisa di contoh🤣🤣🤣🤣
@bettagamerpg22,FALSE,Di luar negeri ud bertahun2 menggunakan kamera tilang. Tidak ad satupun kasus menutupi plat nomor pakai tangan🤣
@mr.h1722,FALSE,cengar cengir bangga
@zlatanibrahimovic9190,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
@fjproject3491,FALSE,"Enggak harus nunggu 5 tahun bang. Justru kalo etle gak di urus, STNK otomatis di blokir. Makanya sering² cek via website"
"Kalem atuh da teu korupsi""",FALSE,"heleh masalah gini aja d obok"" sampai ujung bool"
@erickjericho6460,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
@imanabenk2908,FALSE,Jadi jiji gw dengernya
@Andwave,FALSE,Hahaha...gak ada kerjaan lain pak pol....😁 😁 😁!!!!
@dedikpurwanto9842,FALSE,Tangkap sana para koruptor!!!!
Terimakasih metrotvnews. Informasi anda,FALSE,Kayaknya kerja buruh angkat motor melewati pembatas busway lebih menguntungkan nih
Next...tutorial,FALSE,Sangat cerdas 😅
"Yaelah gini aja diburu macam teroris...dulu anak pentolan Dewa19 & anak pak Menteri yg nabrak orang sampe modyar....koq bisa lolos?""",848,The Legend say dia masih menutupi platnya hingga kini..!!!!
@bangziw5361,FALSE,Rakyaknya susah di atur... kapan negara ini maju
@rikiasiansyah393,FALSE,Dikadalin???lucu luc..hehe
@HardyAr,TRUE,Woeee... Masih banyak kerjaan lain...
Bayar tilang tuh ke negara melalui kejaksaan. Tp harus nya aman sih,FALSE,"Kayak gitu aja di cari2 pak, coba orang2 yang korupsi. Apa dicari2 seperti itu. Dasar"
@agrhagoki9035,TRUE,Halah kagak penting banget ngurusin yg beginian !!  najis
@dengansyarif556,FALSE,Gara gara ada tilang elektronik aku jadi buat plek samaran.
@wawanriyanto6364,848,"Wkwkwkw betapa malu muka polisi negara kita wkwkw , lu cari aja pak sampe lobang semut, koruptor noh tangkepin sama orang yg berduit tapi bertindak sesuka hati #edan"
@rxbajahitam8090,FALSE,"lolos dari e tilang, tapi dicari polisi"
@katieantono8114,FALSE,Ngapain mesti ngecek ke duscapil ngecek warna kendaraan..tinggal cek cctv di jalan sebelumnya?????yg mudah ada ngapain ribettt🤦‍♂️🤦‍♂️
@RoniRonka,FALSE,Masalah kecil ini kalau masalah besar yg lain yg lebih penting aja pak polisi
@sayalaperbandel,FALSE,Biar apa !!
Serebu lu uber,TRUE,Gengsi dong polisi beli alat mahal mahal di kadalin oleh warga +62 🤭🤣🤣
Giliran gede,FALSE,😂😂😂😂
"Makan bareng""",TRUE,Urus tilang nya
@garasimudafuso7018,FALSE,Tarok lakban aja di plat motor dan helem pakek yg ful flash aman bwak sminggu 2 ataw 3 kali motor nya keluar klengerr2 dan dia nyari🤣
@mujtahidsetyawan7026,TRUE,G usah di cari..dia bukan pencuri..
@brekele8833,FALSE,Ulah warga +62
@andian_tama2564,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
"Pejabat salah -> kejar sampai keluar duitnya""",FALSE,"Coba iia pasang cctv nya di kantor""milik negraa ,,"
@ismailhasanal-bisry7137,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
@saifulahmad9553,FALSE,Udh kaya apa aja kesalahannya Ampe di viralkan .... Hadehh stasiun tv yang ga punya berita lagi ya???
@AkiSidoarjo,848,Saya sebagai Doktor ingin tertawa tetapi takut dosa.
"ya begitu lah ...""",FALSE,Boleh tuh di coba..hehehhe
@sangrantau1827,FALSE,Anehhh anehhh kayak gini d cari hadehhh
@winduhastomo8800,FALSE,Ketahuan Polisi cari/ telusuri HM ada dimana.....😎😎
@wandymawond809,FALSE,"Masalah kecil kayak gini di cari sampai akar-akarnya, coba masalah tentang korupsi?"
@mahend9506,FALSE,Buset kayak buronan kelas berat aja.hadeuh.
@naylaary5747,FALSE,Dh lah pak  itu cuma hal hal biasa pak  tu para tikus berdasi di carik sampik ke got got nya pak
@hendryprasetia4329,FALSE,Pemotornya kreatif banget
@moch.andypriasmoro1217,FALSE,Mending urusin koruptor ya kagak...500 juta ke atas tembak di tempat
@HardyAr,FALSE,Kaya gitu dicari cari temen gw motor ilang dimaling mau lapor polisi bukanya dibantuin cari malingnya malah disuruh bayar dulu baru dicari kan tai
@vaneshasetiawan540,FALSE,Cari juga dong oknum polantas nakal
@fadilaimaroh2617,FALSE,Motor di malingin/di begal minta bantuan polisi... ga sanggup
@mutiararafli3281,848,https://www.youtube.com/watch?v=_GCWRLEl6kc
@iyan3661,FALSE,Ribet amat pak2
@HardyAr,FALSE,begal itu di buron bang
@azisstredlaine8185,848,"Semoga habis ini ada yg jual alat tutup plat nomer elektronik 😆😀🙏🙏,,, untuk masalah wajah tinggal pakek masker n helm full face 😀😀🙏🙏"
@kacamatamedia7040,FALSE,Aman berrti
@channelkitasemua2103,FALSE,Realtime bang harus nya
@channelkitasemua2103,FALSE,Iya
@kreshnachanelrasha7327,848,https://www.youtube.com/watch?v=_GCWRLEl6kc
@akuaku5111,TRUE,Itu kata siapa ya 5 tahun?
@tanpanama4990,FALSE,Tertawalah tidak sebagai doktor
@verdy9013,848,Ya bang. Tidak terkena
@vamvirr8278,FALSE,Ckkkkkkkkkk lucu lucu cari tuh ampe ketemu penjarain siksa kasih hukuman semumur hidul atau hukum mati kerahkan seluruh aparat negeri ini jangan ampe lulus ckkkkkkkkkkkkk parah bener giliran maling duit rakyat lu uber ampe gerbang partai lucu metrontipu
@zikrimentari7470,FALSE,Begal aja cari.. perbanyak patroli...kasus ga penting ga usah di urus
@yudipurwoko4643,FALSE,"Itu rakyat kecil jgn hujat ""noh..liat.djln  Gw pling enek klo pejabat/oknum polisi..klo lewat. Sok pling bener ky  jlnn punya nenek moyangnya aj.. Gk pduli macet..main nerobos aj..inget gaji lho dr rakyat jg.. Hrs adil..🖕"
@wildanwildan842,FALSE,Berita tai
@wildanwildan842,FALSE,Kreatiff
@han-yp8hh,FALSE,Semuanya dipantau cctv .trus polisi nanti ngapain ajaa dong kalo kerjaanya udah dilaksanain sama cctv. Hehehe pinter ya bapak biar gak cape cape kerjanya mangkanya semuanya harus pake cctv biar kerjanya gak sampe turun kelapangan.
@boimtoys2023,FALSE,IY NI PA POLSI KO MSLH KORUPSI DI DIEMIN GK DI KEJAR3 AP TAKUT.ETT PS MSLH KY GINI AJ DI VIRALIN SMPE DI CARI2...JAWB DONG PA POLISI YG BACA JNGN NYIMAK AJA.AP GK BSA JAWAB NI PA SUARA RAKYT KECILL
"Gokilllllll""",FALSE,"Awal th 2020 banyak berita2 aneh mulai dari raja2an,corona,lucinta luna skrg buronan karena polisi merasa dipermalukan 🤣🤣🤣"
@diansay6001,FALSE,Canggih guys hahahahah
@tutupbotol4348,FALSE,"Pak polisi dan wartawan kaya ga ada kerjaan lain aja, urus tuh pejabat2 preman negara yng korup,"
@ujisetiono5435,FALSE,Tai lah polisi
@rhiyou0073,FALSE,Plat nomor di tutupin lha wajah pringisan cekikikan cok cok goblok 😂😂
@MasterHarionoOtomotif,FALSE,Kreatif pisan eta jelema 😁
Saran saya sebaiknya kasus-kasus seperti korupsi lah yang perlu perhatian khusus,FALSE,Harusnya gk di share .   Kn jadi pingin ikutan jadinya
☕☕☕ Ojo lali ngopi,FALSE,Jiwasraya woi. Receh ini mah. Asabri apakabar.
@Virgo_16,FALSE,Mntp ni🤣🤣🤣🤣😁
@exymv,FALSE,Wah bisa di coba ini:v
@cagee3120,FALSE,Selalu di spelkan ??
@mawantv815,FALSE,Kalau viral baru di cari ????? Kemaren gua habis di tipu orang ..gua lapor ma polisi ..minta tolong buat bayari..saya bawain..bukti foto  dan cctv sekalian nomer palaku ??? Kan otomatis memudahkan polisi untuk meringkus..tapi apa cuma di sepelekan dan janji-janji doang ...?? Saya kehilangan pak ? Apa saya masyarakat kecil..yang gak punya jabatan ????
@alianhari6869,TRUE,Buat lucu2an kan gpp pak pol 😄
@noviaajah7939,FALSE,Coba cek dulu di situs resmi nya. Untuk pembayarannya cek video terbaru tentang ngurus tilang
@ekoherunurfathoni5172,FALSE,"Di viralkan bagusnya polantas yg nakal,masarakat sekali kali wajar..samle segitunya"
@anakrantou6855,FALSE,Lebih canggih manusia ketimbang alat itu..
@alphengaming3106,848,"Cuma mslh gtu d besar""kan giliran korupsi diem"" bae"
"Tpi tikus berdasi apa kabar😅😅""",FALSE,Biarin aja lah pakkk... pak  cm kya gtu aja di cari kya buronan aja kurang kerjaan
@farichfiza5465,848,"mangkenye plotingin polantas di pintu2 masuk jalur busway,biar kelihatan juga kerjanya."
"Giliran pejabat korupsi aja ga pecus nyari ?""",FALSE,"Hebat ya polisi indonesia,,,,,"
@fandy6841,FALSE,good job polisi indonesia
@suqronmuhamad2046,FALSE,"Hadeh kayak gitu seolah2 olah nangkap koruptor, koruptor tuh di cari,"
@nazibkleib2145,FALSE,Gimana mau maju ini negara kalo manusianya msh kayak bgtu... bodoh kok bangga...
@simulatorgameplay1723,FALSE,Kalo terjadi kecelakaan ngeri jg tuh
@martyrflat3667,FALSE,"Skrg naik motor makin susah aja,udah lengkap jadi takut,bawa tas di belakang takut di copet,gendong depan kena tilang bilang nya membahayakan,bawa barang di ikat di belakang kena tilang,besok2 apa lagi pak?"
@paknyul516,FALSE,😂😂😂
@mahadewa4294,FALSE,Cari tuh koruptor2 ....
@rohmadbaidowi9291,FALSE,Contoh manusia bangga melanggar peraturan
@brammahaputra4481,FALSE,Cuman gara2 begituan jadi buronan wkwkwk
@trisetyo5511,FALSE,Udahlah ngapain juga pak pol nelusuri orang tersebut gak berfaedah.  Lebih baik telusuri noh orang2 yang korupsi biar pada ktangkep.
@HardyAr,FALSE,solusinya tambah kamera lgi 1 yg posisinya berlawanan arah.. tujuannya utk rekam plat nomor belakang motor..
"Karena etle itu nge baca nya dari plat nomor""",FALSE,FALSE
@SupraHonda-d9r,848,"Warga +62 itu 1001 banyak akalnya, klo mao ditembak mati aja biar pd takut melanggar..."
@HardyAr,FALSE,Wanjriiiit. ....+62 memang super
"Lapor aja ke etle atau ke samsat. Soalnya itu beda banget motor nya""",FALSE,Wjwkkw...gokil😂😂😂
@rikofery5599,FALSE,👏
"Tpi Apa Salah nya Kita mencari kesalahan mu jg pak???""",TRUE,Sesuai video kak
@yudisytchannel4871,TRUE,Diem bae?
@putwanchannel5131,FALSE,Lihat di surat nya sampe tgl berapa?
@adamhawa845,848,"Lah kok data tidak ditemukan mulu, ini gimana ​ @HardyAr "
Orang cuma gitu aja,TRUE,Udah ada no tilang nya gk​ @demen_melangkah 
@aanharleyana8221,FALSE,Kurang kerjaan dia
@anisacintasapi5709,TRUE,Lihat di blanko nya sampe tgl brp?
@cristiano7.SIUUUbscribe,FALSE,udah kaya ke maling besar yang ambil duit PEMERINTAH aja pak
@anggatubagus631,FALSE,Orang lebih takut sama baju ijo terang di pinggir jalan
@kunfayakun212channel7,FALSE,"🤣🤣 gilirann kaya gini di kejar2 sampe ke ujung bumii,,"
@anaktongkrongan4056,FALSE,"Gampang mah carinya,tiap sudut pasti ada cctvnya. Tinggal mencocokan menit/jam dia bergeser kearah mana."
@sitihumaira5550,FALSE,Wkwkwk turu mu mesti ora nyenyak ndes..🤣🤣🤣
@kangendut5686,FALSE,Tersenyam di atas tingka ke giblokan entar ke ciduk nangis... atau ke tabrak mati.
@rizkibrimanda2736,FALSE,haha buron siah anjing... meni embung ikut aturan teh
@nnbtn,FALSE,selamat anda viral dan masuk tv
"y begitulh hukum d indonesia tajam kebawah tp tumpul k atas keras sma rakyat kecil tp lembek ky bubur kl sma petinggi2 negara ky krupuk mlempem...😂😂😂""",FALSE,Selfi gaya baru.
@ekoyulianto6598,FALSE,"Nmor platnya di cat item aja, kan ga kliatan jugaa🤣🤣🤣"
@acikbalqis3534,FALSE,#ERROR!
@Tello692,FALSE,tersantuy ... haha
Smoga pak po ga cuman liat vidionya d yutub,FALSE,Pinter nih orang wkwkwk
@kadalijo8128,FALSE,"Serius pak sampe mau hubungi dukcapil? Hahaaha... Ana ana bae, skalian aja tanya dukun pak"
@anniskodim4073,FALSE,Bagus bisa ditiru😂
@muhreza1096,FALSE,"Goblok tu pengendaranya,nanti malah kena sangsi dobel goblok !"
@HardyAr,FALSE,Knpa di viral kan.. lgian jkt macet
@robertorobet2992,FALSE,Kwkwwkwk rakyat kecil di pantau teruss bosqueee.
@bagussatyanegara1566,FALSE,Pak pol ribet bngtya.cuma nyari bgnian aja sampe viral.
@sahrularul6647,FALSE,https://www.youtube.com/watch?v=_GCWRLEl6kc
"paling jago polisi ama yg beginian  .""",TRUE,nantang itu namanya pak😂
@adamhawa845,FALSE,"Bantu jwb kk, no referensi ada di surat yg dkirim ke rumah kk..biasanya ada di bwah gbr pelanggaran"
Tapi kan gak seharusnya di besar-besarin,FALSE,Betul kak. Terimakasih kak @fristyna6226 sudah bantu jawab
"Apa lagi yang gak pakek helem! Jauh lebih bahaya""",FALSE,"Jangan mendoakan yg tidak baik,"
@avianna8381,FALSE,"Pas di cek alamat nya tau nya alamat kontrakan dia yang lama,,wkwkwwk"
@HardyAr,FALSE, @edwanjanuardi9160  sungguh di luar logikaku hehehee
@robbyawal9603,FALSE,Wkwkwkw...
@HardyAr,FALSE,848
@ridjibanget1965,FALSE,Coba cek dulu di etle ada datanya gak
@catatanku-r1g,FALSE,https://www.youtube.com/watch?v=5wWB9VhgXII
@rizkirachmat007,FALSE, @HardyAr ga ada bg datanya saya liat di apk kendaraan saya
@nadiofficial6087,FALSE, @angga2majalaya733  berarti krna bang
@tonyspeed8090,FALSE, @HardyAr  kena gimana bg
@pahrulanwar2919,FALSE, @HardyAr  kena gimana bg
"Sekedar masukan.""",FALSE, @HardyAr  alhamdulillah bg ga ada berita yang menunjukkan saya kena bg pas e tilang saya udh cek di apk
@Shortfootballlover,FALSE,wwkwk...padahal helm dari dealer motor kbnyakan hitam.. toko jg bnyk yg hitam.gak sklian motor warna hit pelanggaran
@HobbyXperiment,FALSE,Cara memungut uang haram modern ini para mafia negara wakanda orlando
"Harusnya Koruptor tu Basmi cari sampai ke akar akarnya...Ruang kerja DPR & Pemerintah kasih CCTV biar rakyat tau  kerjanya..""","dan si pembonceng nutupin plat belakang.. yaudah kelar sudahhh ... wkwkkwkwkwkwkk""",Kalau bisa semua ditilang
@indonesiabisa1953,FALSE,Nyari omset ke rakyat paling mudah
@uchihamadara846,FALSE,Kalau coklat otomatis ga masuk
@fakeefanhall3465,FALSE,"Klo pendapat sy seh pihak polisi di sebagian wilayah yg banyak kasus begal/jambret itu yg di fokuskan, karena bukan cma harta tpi nyawa manusia yg jd korban,"
@wahabbudianto,FALSE,inilah negeri kita KONOHA
@olgaramdiaz9768,TRUE,Incar ini apakah terpasang map ...?
Terus tindas rakyat kecil .,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
Wani mu cuma karo wong cilik .,TRUE,Terus aja kesalahan kecil di uber terus ... biar katanya makin okehhhh
Tiba sama anggota dewan kaya keong .,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
"Di senggol langgung ciut .""",TRUE,Banyak peraturan sedikit keadilan
@ginanpratama9183,FALSE,Bagus itu...untuk mengurangi pelanggaran yg dilakukan oleh pengendara....itu bisa mengurangi kecelakaan di jalan raya
@ahersvlog2478,TRUE,"Tambah kacau aja ini polri,,"
"Terus Bagaimana Kaus Yg Besar Belum Terpecahkan !!!""",FALSE,"Kerja kerja woii kerja,,,"
@pemudi4920,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@bangcovid5148,FALSE,Pengendara Helm warna hitam terkena tilang krn terdeteksi tdk memakai Helm.
@user-xw3gc2kq7l,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@muspanchanell2844,FALSE,Sangat menyusahkan rakyat jelata
"Cari tuh para maling tikus!!!""",FALSE,Cara ampuh nambah cuan.
@austinadrian3077,FALSE,Pantesan maling motor klo saya lihat d cctv suka pake helm.
@benirizqi8978,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@wiwid-s2z,FALSE,HATI HATI MODUS PUNGLI BARU DI JALANAN BERKEDOK TILANG ELEKTRONIK !
@dickyrahmadani6558,FALSE,Kalau diaktifkan di jln jln semua kecamatan Negara akan bisa lebih banyak masukan dari tilangan.karena Rara rata pasti TDK memakai helm.
@hermanjawir,FALSE,Mengapa semua masyarakat sangant bemci polisi ya..
@wahyusantoso4423,FALSE,Bikin malu polisi wkwkwk. Ada cerita di daerah rumah gw polantas naik motor ngejar orang eh jatuh tuh polisi malah di sukurin sama orang rame2x. Polisi ga ada wibawanya karena kerjanya juga begitu ga pernah konsisten. Kadang di tindak kadang dibiarkan.
"Tetapi ga ada info ke wa atau surat etle datang. Cara mengetahui nomor referensi untuk oembayaran etle bagaimana ya?""",FALSE,"Dasar goblok kadrun, jelas2 mukanya terlihat cctv , tinggal nunggu ketangkap aje"
@mamad5034,FALSE,"Rujit njir polisi teh,"
Terus saya cek di website nya polda jatim data saya ada,FALSE,Hebat nya warga +62 bisa di contoh... Sekalian aja pakai masker wkwkwk 😄🙏
Terus saya cek di website nya etle Nasional data tidak ditemukan,FALSE,Rakyat indonesia ang ceeerrrrdaaaaaassss 😅😅😅😅
"Itu gimana bang?""",FALSE,"ya iyalah di trobos jalur buswaynya, polisinya kgk ada yg jaga,coba kalo polisi berdiri di akses masuk jalur busway gak bakal kejadian seperti itu. polantas kerahkan untuk menjaga."
@kebunkecil_agl,FALSE,ada ada saja kelakuan mahluk bernafas paru paru
@yopiaditya9594,FALSE,Hey polisi rakyat selalu saja di peras
@juandaprayugo6935,848,Cerdas kawan 😂😂😂
@okgang7,FALSE,Ga ada kerjaan ya polisi?yg korupsi triliun dari si merah ga ketangkep tangkep
@richardkaimana5267,FALSE,Yang pantas dicari itu NARKOBA/KORUPSI TRILYUNAN.. Paraahhhhhhhhh
@arcoding268,TRUE,Hahaha....patut di contoh
@larasatirindoko8953,FALSE,Harun Masiku apa kabar cuk?
@mochimronaliefendi6938,FALSE,Ntar gw make lakban item wkwk
@elanofamily3604,FALSE,Cctv emang ada satu aja ya bro 😃?
@tiurhans4005,FALSE,Hahahaha.... Koplak
@helmialijabar1206,TRUE,Di cek cctv sebelumnya... Hadeuhhh
@fenomena2013,358,Sbenernya mslh cmn tilang...klo spt ini ntr ada pasal tambahan kah?...asli ngakak...😆😆
@nava4512,FALSE,Sampe segitunya pak nyari dosa rakyat 😭
@angga2majalaya733,TRUE,Sama kaya Harun masiku masuk CCTV & belum ketangkep juga
"Tapi plat belakang terpasang tapi semua lengkap kira kira kena ga ya""",FALSE,Untuk cek data wilayah Riau gimana bang
@eggyagustino6804,FALSE,Bang kalo data tidak ditemukan itu gmn?
"Engga rakyat besar engga rakyat kecil sma sama gabener""",FALSE,"Setelah konfirmasi dan isi form, selanjutnya gimana bang?"
@HardyAr,FALSE,"Bg mau tanya, saya dpt surat tgl 24 november, di surat keterangan tilangnya tgl 15 november. Sudah saya konfirmasi tp blm ada briva sampe hari ini. Dan dari awal ketika saya konfirmasi webnya bilang data tidak ditemukan. Gmn ya bg?"
@maikeladitya6595,FALSE,bang pas kena tilang langsung muncul di weh ga?
@rimaxchannel139,FALSE,"bg nanya nih, kemarin saya kena tilang satpam perumahan gara ga pakai plat depan motor, apakah itu kena denda jga yaa??"
@pejuangreceh363,FALSE,Mau tanya bang saya kan beli motor secod ya di shorum bilangnya gk ada masalah dan kendara eh taunya pas saya mau ganti kaleng dan ganti nama disitu tertera di blokir etle itu soalusinya gmn ya bang
@kaneway980,FALSE,Kalo data tidak ditemukan gimana itu kk???
@nurkhotib9129,FALSE,Saya dlm 1 tahun ta pernah di kasih tau melangar etle baru payar pajak baru tau pelangaran dalam 1 th sebanyak 31 kali
"gimana soal SI HARUN MASIKU yang di telan bumi?""",FALSE,Bang saya udah berapa kali tapi ko tidak di temukan terus yah bang kira kira gimana tuh bang
@rhyolengkey2282,FALSE,"Saya dapat surat e-tilang,stelah saya konfrimasi melalui web dan sudh terkonfrimasi,dan udh 3 hari kok blm dapat balsan? Gimana ya?"
@merielriris1040,757,"bang mau tanya kalo kena tilang elektronik itu banyarnya gimana ya apa nyampe 100k? ,karena ngga pake helm"
@rezqyjayanto329,FALSE,saya kenapa selalu gagal terus ya data tidak di temukan padahal udh  bener data yang ada di stnk
@jejen_modifikasi,757,Kok punyaku data tidak ditemukan ya😂iseng aja si cek...
@fir1768,FALSE,"Nanya oom, ngecek ada tulisan data pelanggaran ditemukan, tapi waktu jenis lokasi status ga ada isinya (-), itu gimana??😮"
@rikochandra4466,FALSE,bang saya kena tilang pada tanggal  7 november dan di situ paling lambat tanggal 15 november  saya baru ngecek sekarang ke situs nya tapi tidak di temukan soalnya  saya tangan  ke 2 dan dapet info tilang  nya 2 hari yang lalu  dari bengkel yang nawarin motor ke saya bukan dari tangan  pertama gimana ya bang
@gajahmada5663,FALSE,Bang ko data tidak di temukan ya?aman berarti ya ga kena tilang
@yusevgorbachev2239,FALSE,"Bg mau tanya ketika check namun data tidak ditemukan tetapi saya sudah masukan data dengan benar, mohon penjelasannya bg?"
@pemburudingin6592,757,Nomer referensi itu apa yah
@ANGKOK.1,FALSE,Kalo dari konfirmasi tilang sampe briva turun berapa bulan bang ini baru sampe mau sebulan blm muncul brivanya mau urus langsung ribet ga ya
@deniandreyan,757,Cek sesuai wilayah bang
@rilexchanel3720,FALSE,Emang kapan di tilang nya?
@Christian-gv3et,FALSE,Kalo ini ga pantes gitu?🤣
@dazzel111,FALSE, @eggyagustino6804  ya kagak
Polisi : bangke barang mahal nih impor lg :v,757,"Masalahx ada yg jln/patroliii di jln raya yg aspalx tanpa ada marka/jln kampung/banyak pelaanggar,apa sah untk ditilang...."
"Faktanya : Mereka kelimpungan dibuat unik nya warga +62 wkwkw. Dikantor dpr tuh buat cctv online biar tau kerjaannya""",FALSE,"Memaksimalkan penindakan ke lalulintas tapi tidak pada kejahatan lainnya. Ya betul dari saya kecil sampe sekarang tua yang saya tau tugas polisi kita ini cuma ngurusi tilangan sama SKCK, IJIN HAJATAN. + ""keamanan proyek besar, cuma terima setoran aja sih gak ikut andil turun mengamankan"" Tetapi saya tetap bangga pada kinerja Polisi JEPANG."
@simohayha6199,FALSE,"Kesalahan pengendara harus tetap dilestarikan, agar asap selalu mengepul"
@EndahKurniasih-p6m,FALSE,Helem Dari Deler Kasih Ke Polisi az
@HardyAr,FALSE,Makanya pake helem yang ada gambar doraemon dong..
@rxbajahitam8090,FALSE,PATROLI DI JALAN PROVINSI GAK ADA?...ITU BUS KEBUT2AN DAN TRUK OVERLOAD MUAT TEBU....GAK DITILANG????
@HardyAr,FALSE,Kasihan rakyat kismin
@eggyagustino6804,FALSE,Apakah helm menjamin keselamatan? Buktinya banyak yang mati tabrakan semua pakai helm
Gamungkin ga ada,FALSE,Ya iyalah...pake helem tapi pake motor bodong... ya pasti ditilanglah bosquh... malah bisa di dor... hahahahaaa..
"Mungkin hukuman nya ringan jadi seakan akan ga di awasi""",FALSE,"Coba polisi pake cara ini untuk ringkus begal atau pungli, mau tindak tilang jangan rakyat biasa donk pak, ringkus begal atau pungli donk"
@dazzel111,FALSE,kok baru sekarang Indonesia di buat THN 2001di Malaysia aku da pernah kena sistem ini dari kendaraan polisi
@eggyagustino6804,FALSE,Karep2 mu
@dazzel111,FALSE,harus jeli harus yg jlas planggaran nya.jgn asal poto .
@eggyagustino6804,FALSE,jelas2 polisi cari uang dr situ..yg pake motor aja pada bandel..ya angel wis
@HardyAr,FALSE,Pke hlm tpi g ada sim sama surat kendaraan g ada y pasti di tilang..
@kebunkecil_agl,FALSE,"Kriminal, korupsi...itu yg mesti di fokuskan...bkn ibu2, bakul yg mau kepasar...ditilang...parah ...Broo...terus terang dampak ini samua tertuju pada pajak...byk yg tak patuh pajak, yg rugi siapa...yg duduk di jabatannya..."
@HardyAr,FALSE,Nyambut gawe opo enake nggolek kesalahan wong liyo... Ngene kok jare merdeka...
@ismantoismanto596,FALSE,"Bagus. Lebih adil, salah ya tilang. Duit masuk negara, bukan masuk kantong pak pramuka."
@HardyAr,FALSE,"Saya jarang sekali pake helm,bawak surat juga jarang,kalo sim apa lagi,sekalinya di stopin polisi pun tidak di tilang juga,karena saya juga anggota 🥱🥱🥱"
@yopiaditya9594,FALSE,Cepat kaya
@sunarjasunarja3335,FALSE,Keterangan disitu apa lagi
@zahidzaidan9954,FALSE,"Jangan2 gerakan gencar tilang elektrik ini siasat utk memlaratkan masyarakat,polisi semakin kejam,pikir aja ga pkai helm bayar ratusan ribu sama dengan pemerasan,kejam kejam kejam,pre.an aja minta 50rb dihukum  ,kejam pokoknya kejam,gak sesuai sligannya polisi mengayomi melindungi,walah,kejam,sana rapatin lagi"
@adam-2019,FALSE,MAAF SUARA GAK BS DENGAR YA
@kukuhardhi8806,FALSE,harus ada layanan service otak
"Cari tuh yg korupsi..dh jelas mkn duit rakyat milyaran smp triliunan ..dan jual beli narkoba itu perlu di berantas biar cepet naik pangkat jgn ecek2 kyk  gini aja di cari buang2 waktu...polisi kerja di bayar emg buat jaga lalu lintas dan cctv hanya untk membantu mematau pelangaran lwt e.tilang bukan berarti cari pelangaraan kyk cari maling!!....cari itu yg maling anggran sama yg maling beneran makin lama makin kebalik""",FALSE,Menit 1:32 Kena ga ya....  Lawan arus plus ga pake Helem
@fikriakhmad2262,FALSE,"Helm dirumah rata2 warna hitam,terus katanya helm warna hitam sama dgn warna rambut jadi dinyatakan tidak pake helm,apakah diler hondak akan merubah warna helm mereka nantinya sesuai aturan yg ada."
@renaldrenath,FALSE,https://www.youtube.com/watch?v=MeSB1ZU-zJM
@ribay0019,FALSE,semangat cari cuan
@ninjawatori6986,FALSE,"Mau tanya apa si manfaat dr polisi lalu lintas?? Ngatur jalan kaga,  kerja nya di pos polisi di lampu merah hnya celingak celinguk nyari kesalahan pengendara,, rambu yg tdk boleh putar balik di simpan di atas tertutup pohon tp tdk di jaga, eh bgtu ada yg belok langsung di hadang.....jadi guna nya apa ada polisi lalu lintas? Cuma nilang doank kah🤔🤔🤔"
@irfannurizki2974,FALSE,Kayakx yg membuat ini klihatan tdk pengalaman
@beonekey3256,FALSE,Intinya selain pake hlem pengendara juga wajib pake hati dlm berkendara😁
@mirnawati9909,FALSE,Semoga inspektur ladusing dan jalaram di lindungi shiva dalam memberantas kejahatan di kota vedas.🙄
@rahmatpangestarpangestar9233,FALSE,Tambah pendekatan k masyarakat berkurang.buat jarak tambah jauh k masyarakat.
@balipemandu2146,FALSE,Gk punya sim gk bkln ketauan dong. Yg penting lengkap pajak hidup😅
@haryogus,FALSE,Pakai hel pink maszeeeh...
@pembajengdimas,FALSE,"Hel hitam tilang sandal jepit tilang bentar lagi pakaian hitam tilang karna seperti tidak berpakaian,,,bakal jadi negara bebas,,bebas telanjang dalam berkendara,,dan bakal di hapus uu pornografi,,karna semua orang sdah sadar akan berkendra"
"Jasamu akan saya kenang.. saya akan ceritakan dan ajarkan kepada teman2 saya pengguna motor..""",FALSE,Kecuali petugas.
@garasigibas3549,FALSE,Alhamdulillah di daerah lain sudah ada tilang elektronik...dan mobil e tilang..... suatu terobosan baru yg di banggakan..... mudah mudahan sampe ke daerah lain dan terpencil.... dan untuk daerah saya jngn dulu soalnya masih ngontrak suka pindah pindah takut surat nya g sampe
@donnysittohang4829,FALSE,Saya bangga dengan satpam bca yang mengayomi masyarakat.
W cuma bisa ketawa wkwkkwkwkwk 10.000% gak percaya w,FALSE,awasi terus rakyat kecil boss....
"Fokus aja cari dan tangkap orang.2 yg nyolong duit rakyat""",FALSE,tidak usah pasang plat nomer biar aman
